Metin,Durum,temiz_yorum,tahmin,dogru_mu
Beş kuruş etmez malları dandik 40 liraya arkadaşım aldı kutusu bile var orjinal bir mal,0,beş kuruş etmez malları dandik 40 liraya arkadaşım aldı kutusu bile var orjinal bir mal,0,True
"Ürün sapları açarken kırılacak gibi, çook dikkatli kullanmak gerekir, yüze de küçük geliyor",0,ürün sapları açarken kırılacak çook dikkatli kullanmak gerekir yüze küçük geliyor,0,True
Gözlük yamuk çıktı yapmayın gözünüzü seveyim,0,gözlük yamuk çıktı yapmayın gözünüzü seveyim,0,True
trendyol sizdemi beyendiğimiz ürünü beklerken gönderdiğiniz ürün farklı,0,trendyol sizdemi beyendiğimiz ürünü beklerken gönderdiğiniz ürün farklı,0,True
Ürün resimde göründüğü gibi ama kalite konusunda aynı şeyi söyleyemiyeceğim. Görüntüsü güzel ama kalitesiz.,0,ürün resimde göründüğü kalite konusunda aynı şeyi söyleyemiyeceğim görüntüsü güzel kalitesiz,0,True
Başta hatalı ürün gönderdiler fakat daha sonra iademi reddedip asıl göndermeleri gereken ürünü gönderdiler,0,başta hatalı ürün gönderdiler fakat sonra iademi reddedip asıl göndermeleri gereken ürünü gönderdiler,0,True
bu kadar uyduruk bir mal olamaz birde siyah bile değil gelen ürün le hiç alakası yok değişim için gönderdm tekrar aynısı geldi birde kargo gidiş dönüş parasıda dahil hiç tavsiye etmiyorum,0,kadar uyduruk bir mal olamaz birde siyah bile değil gelen ürün le alakası yok değişim gönderdm tekrar aynısı geldi birde kargo gidiş dönüş parasıda dahil tavsiye etmiyorum,0,True
Ürünün camı büyük yani minyon tiplere gidicek bi gözlük değil bilginiz olsun ve çerçeve her an çıkıcak gibi yan kısımlarının boyaları kavlamış beklediğim gibi gelmedi,0,ürünün camı büyük minyon tiplere gidicek bi gözlük değil bilginiz olsun çerçeve an çıkıcak yan kısımlarının boyaları kavlamış beklediğim gelmedi,0,True
Camında rea zon diye marka yazmasaydı daha iyi olabilirdi genel olarak resimde gördüğünüzle aynı ürün geldi,0,camında rea zon marka yazmasaydı iyi olabilirdi genel olarak resimde gördüğünüzle aynı ürün geldi,0,True
siyah beklerken resimdeki ile alakasız bi ürün geldi yanında bileklik göndermişler geldiği gün koptu carşida 20 liralik gözlükler gibi,0,siyah beklerken resimdeki alakasız bi ürün geldi yanında bileklik göndermişler geldiği gün koptu carşida 20 liralik gözlükler,0,True
Fiyatına göre gözlük gayet kaliteli yalnız simsiyah değil birde gözlük kutusu dediği kalın karton kutu ve bez torba ile gönderilmiş indirimde 50 liraya aldığım için iade etmeyeceğim.,0,fiyatına göre gözlük gayet kaliteli yalnız simsiyah değil birde gözlük kutusu dediği kalın karton kutu bez torba gönderilmiş indirimde 50 liraya aldığım iade etmeyeceğim,0,True
Gözlüğün duruşunda bozukluk vardı. Yüzünüz küçük ise uygun olacaktır.,0,gözlüğün duruşunda bozukluk vardı yüzünüz küçük uygun olacaktır,0,True
"çerçevesi sarı göndermişler. beğenmedim iadeyle de uğraşmak istemiyorum, hediye vericem beğenen bi arkadaşıma...",0,çerçevesi sarı göndermişler beğenmedim iadeyle uğraşmak istemiyorum hediye vericem beğenen bi arkadaşıma,0,True
kulak kısmı fotoğraftaki gibi siyah değil şeffaf gözlüğün tüm havasını almış böyle olacağını bilsem almazdım,0,kulak kısmı fotoğraftaki siyah değil şeffaf gözlüğün havasını almış böyle olacağını bilsem almazdım,0,True
Gözlüğün dış görünüşü okey ama açıp kapatma kısımları aşırı zor açıldı daha zorlasan kırılır camlar mor,0,gözlüğün dış görünüşü okey açıp kapatma kısımları aşırı zor açıldı zorlasan kırılır camlar mor,0,True
3lü kampanyadan aldım ama bu modelin burna oturan kısmında yamukluklar var diğer ikisi çok güzel ama bu aynı kalitede değildi paket halinde aldığım için iade edemedim ??,0,3lü kampanyadan aldım modelin burna oturan kısmında yamukluklar var diğer ikisi güzel aynı kalitede değildi paket halinde aldığım iade edemedim,0,True
Geniş ve uzun bir yüz yapınız varsa bu ürünü almamanızı tavsiye ederim. Ayrıca fazla ince olduğundan her an kırılacakmış gibi geliyor,0,geniş uzun bir yüz yapınız varsa ürünü almamanızı tavsiye ederim ayrıca fazla ince olduğundan an kırılacakmış geliyor,0,True
Ürün fotoğraftaki gibi değil paketlenmesi berbat ötesiydi ve insan bir kutuya koyar 20 liralık seyyar gözlükçülerin gözlükleriyle aynı kalitede kimse kimseyi kandırmasın yada bana gönderdikleri böyle iade edeceğim sanırım,0,ürün fotoğraftaki değil paketlenmesi berbat ötesiydi insan bir kutuya koyar 20 liralık seyyar gözlükçülerin gözlükleriyle aynı kalitede kimse kimseyi kandırmasın yada bana gönderdikleri böyle iade edeceğim sanırım,0,True
bir menteşesi aşırı sert çoğu insana küçük gelir takıldığı zaman hic bir şey goremiyorsunuz sadece aksesuar olarak işe yarar,0,bir menteşesi aşırı sert çoğu insana küçük gelir takıldığı zaman hic bir goremiyorsunuz sadece aksesuar olarak işe yarar,0,True
Yani en azından ürünü gözlük kutusuna koysaydınız daha güzel beklerdim kadıköydeki gözlükten farkı yok alıcakların haberi olsun,0,azından ürünü gözlük kutusuna koysaydınız güzel beklerdim kadıköydeki gözlükten farkı yok alıcakların haberi olsun,0,True
Ya verdiğimiz paranın bir değeri olmalı gözlüğü yamuk bir şekilde yollanışsınız bilerek geri iade etmedim ama müşteri memnuniyeti diye bişey var...,0,verdiğimiz paranın bir değeri olmalı gözlüğü yamuk bir şekilde yollanışsınız bilerek geri iade etmedim müşteri memnuniyeti bişey var,0,True
Güneş gözlüğümü aldım fena değildi ama almak isteyen olursa yüz şekli küçük olması lazım gözlük küçük biraz görünüş olarak güzel ama kalitesini çok beğenmedim,0,güneş gözlüğümü aldım fena değildi almak isteyen olursa yüz şekli küçük olması lazım gözlük küçük biraz görünüş olarak güzel kalitesini beğenmedim,0,True
Ürün burnundaki acitmasin diye konulan şeylerden 1 i yok gelirken kırılmış heralde insan biraz dikkat eder ya,0,ürün burnundaki acitmasin konulan şeylerden 1 i yok gelirken kırılmış heralde insan biraz dikkat eder,0,True
"yüzüm ve alnım geniş olmasına rağmen beğenmedim bana hiç yakışmadı ama kutusu,silgi bezi ve paketlenmesi iyiydi kargosu hızlıydı ben beğenmedim ama genel anlamıyla kötü değil",0,yüzüm alnım geniş olmasına rağmen beğenmedim bana yakışmadı kutususilgi bezi paketlenmesi iyiydi kargosu hızlıydı ben beğenmedim genel anlamıyla kötü değil,0,True
öncelikle hediye için teşekkür ederim . paketleme işi süper yapılmış yalnız bunu üzülerek söylüyorum çizikli bir gözlük bana geldi geri iade etmek için de erindim sadece koleksiyon olsun diye iade etmeyeceğim.,0,öncelikle hediye teşekkür ederim paketleme işi süper yapılmış yalnız bunu üzülerek söylüyorum çizikli bir gözlük bana geldi geri iade etmek erindim sadece koleksiyon olsun iade etmeyeceğim,0,True
bu fiyata anca bu kadar dedirten bir gozluk.sokakta satilan gozluk standlarindaki gozluklerden farki yok,0,fiyata anca kadar dedirten bir gozluksokakta satilan gozluk standlarindaki gozluklerden farki yok,0,True
Rezalet.!!!! 2 tane gözlük aldım bu modelin siyahından 2 ikisi de farklı geldi köşeli altıgen ve dörtgen olarak görseldeki ile alakasız. büyük fiyasko sakın almayın.!,0,rezalet 2 tane gözlük aldım modelin siyahından 2 ikisi farklı geldi köşeli altıgen dörtgen olarak görseldeki alakasız büyük fiyasko sakın almayın,0,True
Gözlüğü pek beğenmedim kullanışlı değil yamuk duruyo yüzünüzde durmuyı ve çok esniyo vida kısımları almanızı tavsiye etmem,0,gözlüğü pek beğenmedim kullanışlı değil yamuk duruyo yüzünüzde durmuyı esniyo vida kısımları almanızı tavsiye etmem,0,True
Ürün kaliteli gibi durmuyor. Çok kötü paketleme yapılmış. Gözlük kurusu içlerine değilde kartın kutu içine bırakılmış. Gözlüğün sol camı oynuyor. Boşuna almayın. Paranıza yazık.,0,ürün kaliteli durmuyor kötü paketleme yapılmış gözlük kurusu içlerine değilde kartın kutu içine bırakılmış gözlüğün sol camı oynuyor boşuna almayın paranıza yazık,0,True
urun cok kotu gozlugun cami dustu gozumdeyken nasil iade edicem fis olmadan iade alirlarmi acaba keske biraz daha fazla para verseydim adam gibi bisey alsaydim,0,urun cok kotu gozlugun cami dustu gozumdeyken nasil iade edicem fis olmadan iade alirlarmi keske biraz fazla para verseydim adam bisey alsaydim,0,True
Kötü basit duruyor ambalajıda çok sıradan normal porşete sarılı fiyat bişey olmadığı için iade etmedim taşıma ya değmez almayın hayal kırıklığı,0,kötü basit duruyor ambalajıda sıradan normal porşete sarılı fiyat bişey olmadığı iade etmedim taşıma değmez almayın hayal kırıklığı,0,True
resimde durdugu gibi değil daha kibar ve küçük duruyo ama elime ulaşan kocaman camlı bi gözlük suratta inanılmaz büyük duruyo,0,resimde durdugu değil kibar küçük duruyo elime ulaşan kocaman camlı bi gözlük suratta inanılmaz büyük duruyo,0,True
kenarlı kabarmış çerçevesi çok çizik boyası dökülmüş bir vaziyette bana geldi üstelik o kadar zor açılıyor ki ilk elime aldığımda takarken kenarlari kırılacak zannettim açmaya çalışırken büküldü resmen tavsiye etmiyorum,0,kenarlı kabarmış çerçevesi çizik boyası dökülmüş bir vaziyette bana geldi üstelik kadar zor açılıyor ilk elime aldığımda takarken kenarlari kırılacak zannettim açmaya çalışırken büküldü resmen tavsiye etmiyorum,0,True
3 kez sipariş veriyorum hala yanlış gözlük geliyot dalga geçer gibi 1 yıldız ı bile haketmiyor bence,0,3 sipariş veriyorum hala yanlış gözlük geliyot dalga geçer 1 yıldız ı bile haketmiyor bence,0,True
çok küçük hiç almayın derim.Ayrıca katlanma mekanizması yamuk.Gözlükte haliyle yamuk duruyor.Paranızı çöpe atmış olursunuz.,0,küçük almayın derimayrıca katlanma mekanizması yamukgözlükte haliyle yamuk duruyorparanızı çöpe atmış olursunuz,0,True
Ürün göründüğü gibi fakat 1 yıldız vermemin sebebi satıcının siyah istememe rağmen kahverengi yollaması,0,ürün göründüğü fakat 1 yıldız vermemin sebebi satıcının siyah istememe rağmen kahverengi yollaması,0,True
gözlük yanlış geliyor bir cami siyah bir camı beyaz hiç te kaliteli değil tavsiye etmem hiçbir şekilde,0,gözlük yanlış geliyor bir cami siyah bir camı beyaz te kaliteli değil tavsiye etmem hiçbir şekilde,0,True
Ürün o kadar malcaki sağ tarafı ve sol tarafı orantısız açılıyor. Burun yerinin biri yukarda biri aşağıda. Çok kötü. İade edeceğim.,0,ürün kadar malcaki sağ tarafı sol tarafı orantısız açılıyor burun yerinin yukarda aşağıda kötü iade edeceğim,0,True
ürünün fiyatı uygundu paketleme güzeldi fakat ürün fotoğrafta göründüğu gibi gelmedi bide bu gözlüğün yüzünüze tam oturmasi için kafanızın gerçekten çok küçük olması lazım,0,ürünün fiyatı uygundu paketleme güzeldi fakat ürün fotoğrafta göründüğu gelmedi bide gözlüğün yüzünüze tam oturmasi kafanızın gerçekten küçük olması lazım,0,True
aşırı kalitesiz boyutu aynı bir tarafı tam açılıp kapanmıyor fiyatına değmez bence başka alternatif gözlüklere bakın,0,aşırı kalitesiz boyutu aynı bir tarafı tam açılıp kapanmıyor fiyatına değmez bence başka alternatif gözlüklere bakın,0,True
Beğenmedim oyuncak gözlük gibi kutusu bile yok ve bana büyük geldi ama benim kafamın küçüklüğümden olabilir,0,beğenmedim oyuncak gözlük kutusu bile yok bana büyük geldi benim kafamın küçüklüğümden olabilir,0,True
gözlük güzel ona lafım yok ama çerçvesinde ki renkler atmış müşteriye böyle mi gözlük gönderiyorsunuz?,0,gözlük güzel ona lafım yok çerçvesinde renkler atmış müşteriye böyle mi gözlük gönderiyorsunuz,0,True
Kolları çok zor kapanıyor.Kapatirken bütün gözlük esniyor.Gozlugun dış yanlarından arka tarafın yansımasini görüyorsunuz.,0,kolları zor kapanıyorkapatirken bütün gözlük esniyorgozlugun dış yanlarından arka tarafın yansımasini görüyorsunuz,0,True
4 adet gözlük sipariş etmiştim 1 üçlü bayan gözlük 1 erkek gözlük siparişi vermiştim 3 bayan gözlükleri geldi fakat erkek gözlük gelmedi,0,4 adet gözlük sipariş etmiştim 1 üçlü bayan gözlük 1 erkek gözlük siparişi vermiştim 3 bayan gözlükleri geldi fakat erkek gözlük gelmedi,0,True
Ürün yamuk geldi kafanıza takamıyorsunuz sapı kısa kalıyor kulağa yetişmiyor küçük yüzlüler beğenebilir bu fiyata çok iyi birşey beklemeyin,0,ürün yamuk geldi kafanıza takamıyorsunuz sapı kısa kalıyor kulağa yetişmiyor küçük yüzlüler beğenebilir fiyata iyi beklemeyin,0,True
"Çok kötü. 3 al 1 öde kampanyasından seçtim ama oyuncak gözlük gibi ,camları doğru düzgün yerleştirilmemiş berbat",0,kötü 3 al 1 öde kampanyasından seçtim oyuncak gözlük camları doğru düzgün yerleştirilmemiş berbat,0,True
bune ya cocuk gözlüğü gibi kalitesiz inanmayın arkadaşlar urun pazarda satılanlardan bile kalitesiz ve farkli,0,bune cocuk gözlüğü kalitesiz inanmayın arkadaşlar urun pazarda satılanlardan bile kalitesiz farkli,0,True
acayip kötü paketleme ve göründüğü kadar iyi değilmiş pişman oldum çok kısa durdu satıcıdan daha iyisini beklerdim,0,acayip kötü paketleme göründüğü kadar iyi değilmiş pişman oldum kısa durdu satıcıdan iyisini beklerdim,0,True
Tek kelime ile İĞRENÇ.. hiç memnun kalmadım özellikle kargolamasını hiç beğenmedim gözlüğün kutusunu bile bant ile yapıştırmışlar içindeki gözlük silme bezi de bir penye parçayı kesip koymuşlar kesinlikle almayın tavsiye etmem,0,tek kelime iğrenç memnun kalmadım özellikle kargolamasını beğenmedim gözlüğün kutusunu bile bant yapıştırmışlar içindeki gözlük silme bezi bir penye parçayı kesip koymuşlar kesinlikle almayın tavsiye etmem,0,True
"bu cok iyi kaliteli falan yazanlar ilk defa günes gözlüğü görüyor sanırım , ne rengi aynı ne tipi , bilerek tek fotograf koyulmus , alıp paranızı zamanınızı harcamayın , iade edecegim",0,cok iyi kaliteli falan yazanlar ilk günes gözlüğü görüyor sanırım rengi aynı tipi bilerek tek fotograf koyulmus alıp paranızı zamanınızı harcamayın iade edecegim,0,True
bu ürünü sipariş vermistim beşgen seklinde geldi. fakat genede begendim fiyatina gore kaliteli ve cok hos duruyor,0,ürünü sipariş vermistim beşgen seklinde geldi fakat genede begendim fiyatina gore kaliteli cok hos duruyor,0,True
"Bayan yada çocuk icin alinabilecek bir ürün,benim yuzume cok kucuk geldi gozluk sapi kulagimin arkasina zor yetisiyor.",0,bayan yada çocuk icin alinabilecek bir ürünbenim yuzume cok kucuk geldi gozluk sapi kulagimin arkasina zor yetisiyor,0,True
görseldeki ürün gelmiyor bildiğiniz yuvarlak bi gözlük gönderiyolar ortadaki burun kısmı da biraz uzun gözlük dışarda kalıyo,0,görseldeki ürün gelmiyor bildiğiniz yuvarlak bi gözlük gönderiyolar ortadaki burun kısmı biraz uzun gözlük dışarda kalıyo,0,True
Hıc begenmedım burunu tutması ıcın olan plastık aparatın bıtanesı yoktu halıyle burnumu cok acıttı egık buyuk bısey geldı bnde cope attım haberınız olsun,0,hıc begenmedım burunu tutması ıcın olan plastık aparatın bıtanesı yoktu halıyle burnumu cok acıttı egık buyuk bısey geldı bnde cope attım haberınız olsun,0,True
Sokak satıcılarındaki dandik gözlüklerden hiçbir farkı yok. Evet zaten uygun fiyatlı diye kaliteli bir şey beklemiyordum ama bu da cidden takıp kullanılamayacak kadar kötü. Araç kullanırken kesinlikle takmayın kaza yapma riskiniz artar,0,sokak satıcılarındaki dandik gözlüklerden hiçbir farkı yok evet zaten uygun fiyatlı kaliteli bir beklemiyordum cidden takıp kullanılamayacak kadar kötü araç kullanırken kesinlikle takmayın kaza yapma riskiniz artar,0,True
cok dandik bi urun cocuk gozlugu gibi kadinlarda guzel durabilir ama erkekler kesinlikle uzak dursun derim,0,cok dandik bi urun cocuk gozlugu kadinlarda guzel durabilir erkekler kesinlikle uzak dursun derim,0,True
bu ürünü de göründüğü gibi değil arkadaşlar çok sahte bir ürün çin malı daha kaliteli yani seyhar satıcı daha kaliteli ürün bulursunuz bu site güveniyorum sizlerde güvenmeyin,0,ürünü göründüğü değil arkadaşlar sahte bir ürün çin malı kaliteli seyhar satıcı kaliteli ürün bulursunuz site güveniyorum sizlerde güvenmeyin,0,True
iki gün kullandık ortadan kırıldı sürekli arabada duruyordu çantada falan da değil çok adi bi ürün kesinlikle tavsiye etmem. dışarda on liraya satılanlar daha kaliteli,0,iki gün kullandık ortadan kırıldı sürekli arabada duruyordu çantada falan değil adi bi ürün kesinlikle tavsiye etmem dışarda on liraya satılanlar kaliteli,0,True
